Chip Run Info,Z:\Projects\Reprogramming\Fluidigm Projects\BioMark Data\BioMark Data\BJ Monocistronic\Combined Chip Run BJ Monocistronic\ChipRun.bml,Combined Chip Run,96.96 (136x),GE 96x96 Fast v2,ROX,FAM-MGB,8/4/2014 4:56:26 PM,00:24:51,BIOMARKHD227
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.4
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,Comments
S044-A62,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,SETD1A,Test,24.3910974687874,1,Pass,0.00740197595583316,
S044-A61,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,USP16,Test,24.291494339663,0.84827660266928,Pass,0.00740197595583316,
S044-A72,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S044-A71,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S044-A70,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S044-A69,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S044-A68,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S044-A67,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S044-A78,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,DVL2,Test,25.5045608121898,0.956593896034983,Pass,0.00740197595583316,
S044-A77,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S044-A76,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,GREM1,Test,999,0,Fail,0.00740197595583316,
S044-A75,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,COL3A1,Test,16.1940483871183,1,Pass,0.00740197595583316,
S044-A74,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S044-A73,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S044-A84,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,STEMCCA-P2A,Test,19.8230154735724,1,Pass,0.00740197595583316,
S044-A83,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,CCND1,Test,22.7957407612337,0.918003876186886,Pass,0.00740197595583316,
S044-A82,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S044-A81,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,STAT3,Test,21.4101337340439,1,Pass,0.00740197595583316,
S044-A80,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S044-A79,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,APOE,Test,24.460589004779,1,Pass,0.00740197595583316,
S044-A90,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S044-A89,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,MASP1,Test,21.6053982777387,1,Pass,0.00740197595583316,
S044-A88,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S044-A87,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S044-A86,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,KAT7 (Myst),Test,22.4135226415527,0.783111520670227,Pass,0.00740197595583316,
S044-A85,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,TET2,Test,999,0,Fail,0.00740197595583316,
S044-A96,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,GAPDH,Test,19.4341514146173,1,Pass,0.00740197595583316,
S044-A95,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S044-A94,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S044-A93,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S044-A92,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,NANOG,Test,25.8603246871155,0.654573796829758,Pass,0.00740197595583316,
S044-A91,MONO D14 SSEA4+ Tra1-60- 12,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S049-A01,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S049-A02,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S049-A03,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S049-A04,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SNAI2,Test,16.5512671000696,1,Pass,0.00740197595583316,
S049-A05,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,FOXD1,Test,15.6768795370523,1,Pass,0.00740197595583316,
S049-A06,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S049-A07,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CD44,Test,12.1389426665217,0.977251466315191,Pass,0.00740197595583316,
S049-A08,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S049-A09,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S049-A10,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,ZNF281,Test,19.8947522610091,1,Pass,0.00740197595583316,
S049-A11,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SP1,Test,999,0,Fail,0.00740197595583316,
S049-A12,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S049-A13,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SET,Test,19.1490344855966,0.983550956256522,Pass,0.00740197595583316,
S049-A14,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S049-A15,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S049-A16,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CDH2 (NCAD),Test,15.999023351644,1,Pass,0.00740197595583316,
S049-A17,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S049-A18,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TGFBR2,Test,17.3093262821856,0.930836047979719,Pass,0.00740197595583316,
S049-A19,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S049-A20,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S049-A21,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,MYC,Test,21.1240390665509,0.139509111151732,Pass,0.00740197595583316,
S049-A22,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S049-A23,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TRIM28,Test,17.4756028451214,0.925956917012046,Pass,0.00740197595583316,
S049-A24,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S049-A25,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CDKN1A,Test,15.2471448204782,0.804583509974357,Pass,0.00740197595583316,
S049-A26,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S049-A27,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,RNF2,Test,999,0,Fail,0.00740197595583316,
S049-A28,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LATS2,Test,16.9681624210458,0.929685970857753,Pass,0.00740197595583316,
S049-A29,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S049-A30,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,FGF2,Test,17.6205119976674,0.946718785303626,Pass,0.00740197595583316,
S049-A31,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S049-A32,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,KLF5,Test,24.0376188197584,0.794684626348216,Pass,0.00740197595583316,
S049-A33,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,KLF4,Test,23.7259325843446,0.860511517780072,Pass,0.00740197595583316,
S049-A34,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,NACC1,Test,17.8804980687872,0.926736823682699,Pass,0.00740197595583316,
S049-A35,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S049-A36,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S049-A37,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S049-A38,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S049-A39,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S049-A40,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SMARCC2,Test,15.4924061570415,0.635284111464532,Pass,0.00740197595583316,
S049-A41,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S049-A42,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S049-A43,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CDH1,Test,18.4001840011955,0.963995670507392,Pass,0.00740197595583316,
S049-A44,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S049-A45,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S049-A46,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,RIF1,Test,24.2983988429066,0.953429149102871,Pass,0.00740197595583316,
S049-A47,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S049-A48,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S049-A54,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S049-A53,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S049-A52,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LOX,Test,15.5592476845509,1,Pass,0.00740197595583316,
S049-A51,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,JARID2,Test,999,0,Fail,0.00740197595583316,
S049-A50,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,KDM5A,Test,999,0,Fail,0.00740197595583316,
S049-A49,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S049-A60,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S049-A59,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TCF3,Test,22.2772976697515,0.798239264463257,Pass,0.00740197595583316,
S049-A58,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S049-A57,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SALL1,Test,19.8641950364293,0.989426921813241,Pass,0.00740197595583316,
S049-A56,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S049-A55,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S049-A66,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SMAD4,Test,999,0,Fail,0.00740197595583316,
S049-A65,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SOX13,Test,20.1077025964371,1,Pass,0.00740197595583316,
S049-A64,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LUM,Test,15.9178030067672,0.977472224200962,Pass,0.00740197595583316,
S049-A63,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,HDAC2,Test,19.2326722192909,0.745456645096603,Pass,0.00740197595583316,
S049-A62,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SETD1A,Test,17.4664369598248,0.968735996915243,Pass,0.00740197595583316,
S049-A61,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,USP16,Test,20.0882069899371,0.680070042473674,Pass,0.00740197595583316,
S049-A72,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S049-A71,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S049-A70,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S049-A69,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SALL4,Test,16.0147169958301,0.935299948090263,Pass,0.00740197595583316,
S049-A68,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S049-A67,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S049-A78,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,DVL2,Test,22.8401035473987,0.864111491622923,Pass,0.00740197595583316,
S049-A77,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S049-A76,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,GREM1,Test,999,0,Fail,0.00740197595583316,
S049-A75,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,COL3A1,Test,10.6580479026321,1,Pass,0.00740197595583316,
S049-A74,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S049-A73,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S049-A84,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,STEMCCA-P2A,Test,15.0065579175128,1,Pass,0.00740197595583316,
S049-A83,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,CCND1,Test,18.3921010045197,0.900568929282958,Pass,0.00740197595583316,
S049-A82,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S049-A81,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,STAT3,Test,17.5288493059966,1,Pass,0.00740197595583316,
S049-A80,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S049-A79,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S049-A90,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S049-A89,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,MASP1,Test,15.3206444635121,0.963978698952302,Pass,0.00740197595583316,
S049-A88,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S049-A87,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TDGF1,Test,21.624178795093,0.975765060924156,Pass,0.00740197595583316,
S049-A86,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,KAT7 (Myst),Test,18.4730410332833,0.717122883377189,Pass,0.00740197595583316,
S049-A85,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,TET2,Test,18.1200618342623,0.957908740829783,Pass,0.00740197595583316,
S049-A96,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,GAPDH,Test,13.8228421155614,1,Pass,0.00740197595583316,
S049-A95,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S049-A94,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,LIN28A,Test,17.7505464254563,0.984787927022516,Pass,0.00740197595583316,
S049-A93,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S049-A92,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,NANOG,Test,20.3489330498974,0.290987504091999,Pass,0.00740197595583316,
S049-A91,MONO D4 SSEA4+ Tra1-60- 5,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S043-A01,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S043-A02,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,PHC1,Test,23.3948154033745,1,Pass,0.00740197595583316,
S043-A03,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S043-A04,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S043-A05,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,FOXD1,Test,22.9340871214476,1,Pass,0.00740197595583316,
S043-A06,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S043-A07,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CD44,Test,20.3805974207189,1,Pass,0.00740197595583316,
S043-A08,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S043-A09,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S043-A10,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,ZNF281,Test,24.6472917134957,1,Pass,0.00740197595583316,
S043-A11,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SP1,Test,28.2545232062546,0.981366828335552,Pass,0.00740197595583316,
S043-A12,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S043-A13,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SET,Test,23.2706468206167,1,Pass,0.00740197595583316,
S043-A14,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S043-A15,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S043-A16,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CDH2 (NCAD),Test,999,0,Fail,0.00740197595583316,
S043-A17,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S043-A18,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,TGFBR2,Test,23.7349964107384,0.916798762980682,Pass,0.00740197595583316,
S043-A19,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S043-A20,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S043-A21,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,MYC,Test,24.1770457919903,0.451514608993408,Pass,0.00740197595583316,
S043-A22,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S043-A23,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,TRIM28,Test,25.670955720463,1,Pass,0.00740197595583316,
S043-A24,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S043-A25,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CDKN1A,Test,19.2943188327747,0.953853486985505,Pass,0.00740197595583316,
S043-A26,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S043-A27,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,RNF2,Test,999,0,Fail,0.00740197595583316,
S043-A28,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,LATS2,Test,24.6837072962797,0.983655618988117,Pass,0.00740197595583316,
S043-A29,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,T,Test,24.8254707550947,1,Pass,0.00740197595583316,
S043-A30,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,FGF2,Test,25.3522601469774,1,Pass,0.00740197595583316,
S043-A31,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S043-A32,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,KLF5,Test,999,0,Fail,0.00740197595583316,
S043-A33,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,KLF4,Test,999,0,Fail,0.00740197595583316,
S043-A34,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,NACC1,Test,999,0,Fail,0.00740197595583316,
S043-A35,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S043-A36,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S043-A37,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S043-A38,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S043-A39,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S043-A40,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SMARCC2,Test,22.0272143502109,0.720337381965751,Pass,0.00740197595583316,
S043-A41,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S043-A42,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S043-A43,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CDH1,Test,24.2309122694445,1,Pass,0.00740197595583316,
S043-A44,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S043-A45,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S043-A46,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,RIF1,Test,999,0,Fail,0.00740197595583316,
S043-A47,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S043-A48,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S043-A54,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S043-A53,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S043-A52,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,LOX,Test,20.3202266826266,1,Pass,0.00740197595583316,
S043-A51,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,JARID2,Test,999,0,Fail,0.00740197595583316,
S043-A50,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,KDM5A,Test,999,0,Fail,0.00740197595583316,
S043-A49,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S043-A60,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S043-A59,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S043-A58,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S043-A57,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SALL1,Test,26.1312795054626,1,Pass,0.00740197595583316,
S043-A56,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S043-A55,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S043-A66,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SMAD4,Test,24.4212544195141,1,Pass,0.00740197595583316,
S043-A65,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SOX13,Test,999,0,Fail,0.00740197595583316,
S043-A64,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,LUM,Test,20.6152913901435,0.951683537653222,Pass,0.00740197595583316,
S043-A63,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,HDAC2,Test,29.9900836681429,1,Pass,0.00740197595583316,
S043-A62,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SETD1A,Test,22.4503421324937,1,Pass,0.00740197595583316,
S043-A61,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,USP16,Test,999,0,Fail,0.00740197595583316,
S043-A72,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S043-A71,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S043-A70,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S043-A69,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S043-A68,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,GAL,Test,25.6696557835846,1,Pass,0.00740197595583316,
S043-A67,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S043-A78,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,DVL2,Test,999,0,Fail,0.00740197595583316,
S043-A77,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S043-A76,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,GREM1,Test,23.0122935021599,0.946220599088007,Pass,0.00740197595583316,
S043-A75,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,COL3A1,Test,18.903692765124,1,Pass,0.00740197595583316,
S043-A74,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S043-A73,MONO D14 SSEA4+ Tra1-60- 4,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
